activity,timestamp,case
Fine Screens,1969-12-31 17:00:00+00:00,case_9126
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_9126
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_9126
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_9126
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_9126
Bio-reactor Tanks,1969-12-31 22:00:00+00:00,case_9126
Wastewater Centrifuge De-watering Thickening,1969-12-31 23:00:00+00:00,case_9126
Blend Tank,1970-01-01 00:00:00+00:00,case_9126
Anaerobic Digester,1970-01-01 01:00:00+00:00,case_9126
Storage Tank,1970-01-01 02:00:00+00:00,case_9126
Disposal to Landfill,1970-01-01 03:00:00+00:00,case_9126
Coarse Screens,1969-12-31 16:00:00+00:00,case_6460
Fine Screens,1969-12-31 17:00:00+00:00,case_6460
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_6460
Sludge Grinder,1969-12-31 19:00:00+00:00,case_6460
Blend Tank,1969-12-31 20:00:00+00:00,case_6460
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_6460
Coarse Screens,1969-12-31 16:00:00+00:00,case_1504
Fine Screens,1969-12-31 17:00:00+00:00,case_1504
Compacted Screenings,1969-12-31 18:00:00+00:00,case_1504
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_1504
Coarse Screens,1969-12-31 16:00:00+00:00,case_9363
Fine Screens,1969-12-31 17:00:00+00:00,case_9363
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_9363
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_9363
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_9363
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_9363
Bio-reactor Tanks,1969-12-31 22:00:00+00:00,case_9363
Bio-reactor Tanks,1969-12-31 23:00:00+00:00,case_9363
Dissolved-Air Flotation Thickening,1970-01-01 00:00:00+00:00,case_9363
Blend Tank,1970-01-01 01:00:00+00:00,case_9363
Anaerobic Digester,1970-01-01 02:00:00+00:00,case_9363
Storage Tank,1970-01-01 03:00:00+00:00,case_9363
Disposal to Landfill,1970-01-01 04:00:00+00:00,case_9363
Coarse Screens,1969-12-31 16:00:00+00:00,case_4363
Fine Screens,1969-12-31 17:00:00+00:00,case_4363
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_4363
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_4363
Dissolved-Air Flotation Thickening,1969-12-31 20:00:00+00:00,case_4363
Blend Tank,1969-12-31 21:00:00+00:00,case_4363
Anaerobic Digester,1969-12-31 22:00:00+00:00,case_4363
Storage Tank,1969-12-31 23:00:00+00:00,case_4363
Disposal to Landfill,1970-01-01 00:00:00+00:00,case_4363
Coarse Screens,1969-12-31 16:00:00+00:00,case_6391
Fine Screens,1969-12-31 17:00:00+00:00,case_6391
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_6391
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_6391
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_6391
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_6391
Bio-reactor Tanks,1969-12-31 22:00:00+00:00,case_6391
Bio-reactor Tanks,1969-12-31 23:00:00+00:00,case_6391
Final Clarifier,1970-01-01 00:00:00+00:00,case_6391
Chlorine Contact Basin,1970-01-01 01:00:00+00:00,case_6391
Pond,1970-01-01 02:00:00+00:00,case_6391
De-chlorination Pond,1970-01-01 03:00:00+00:00,case_6391
Effluent Pumping Station,1970-01-01 04:00:00+00:00,case_6391
Coarse Screens,1969-12-31 16:00:00+00:00,case_9036
Fine Screens,1969-12-31 17:00:00+00:00,case_9036
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_9036
Sludge Grinder,1969-12-31 19:00:00+00:00,case_9036
Blend Tank,1969-12-31 20:00:00+00:00,case_9036
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_9036
Coarse Screens,1969-12-31 16:00:00+00:00,case_1230
Fine Screens,1969-12-31 17:00:00+00:00,case_1230
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_1230
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_1230
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_1230
Final Clarifier,1969-12-31 21:00:00+00:00,case_1230
Chlorine Contact Basin,1969-12-31 22:00:00+00:00,case_1230
Pond,1969-12-31 23:00:00+00:00,case_1230
De-chlorination Pond,1970-01-01 00:00:00+00:00,case_1230
Effluent Pumping Station,1970-01-01 01:00:00+00:00,case_1230
Coarse Screens,1969-12-31 16:00:00+00:00,case_2151
Fine Screens,1969-12-31 17:00:00+00:00,case_2151
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_2151
Sludge Grinder,1969-12-31 19:00:00+00:00,case_2151
Blend Tank,1969-12-31 20:00:00+00:00,case_2151
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_2151
Coarse Screens,1969-12-31 16:00:00+00:00,case_7815
Fine Screens,1969-12-31 17:00:00+00:00,case_7815
Compacted Screenings,1969-12-31 18:00:00+00:00,case_7815
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_7815
Coarse Screens,1969-12-31 16:00:00+00:00,case_563
Fine Screens,1969-12-31 17:00:00+00:00,case_563
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_563
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_563
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_563
Gravity Thickening,1969-12-31 21:00:00+00:00,case_563
Blend Tank,1969-12-31 22:00:00+00:00,case_563
Anaerobic Digester,1969-12-31 23:00:00+00:00,case_563
Coarse Screens,1969-12-31 16:00:00+00:00,case_8783
Fine Screens,1969-12-31 17:00:00+00:00,case_8783
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_8783
Sludge Grinder,1969-12-31 19:00:00+00:00,case_8783
Blend Tank,1969-12-31 20:00:00+00:00,case_8783
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_8783
Coarse Screens,1969-12-31 16:00:00+00:00,case_9193
Fine Screens,1969-12-31 17:00:00+00:00,case_9193
Compacted Screenings,1969-12-31 18:00:00+00:00,case_9193
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_9193
Coarse Screens,1969-12-31 16:00:00+00:00,case_635
Fine Screens,1969-12-31 17:00:00+00:00,case_635
Compacted Screenings,1969-12-31 18:00:00+00:00,case_635
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_635
Coarse Screens,1969-12-31 16:00:00+00:00,case_2886
Fine Screens,1969-12-31 17:00:00+00:00,case_2886
Compacted Screenings,1969-12-31 18:00:00+00:00,case_2886
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_2886
Coarse Screens,1969-12-31 16:00:00+00:00,case_5351
Fine Screens,1969-12-31 17:00:00+00:00,case_5351
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_5351
Sludge Grinder,1969-12-31 19:00:00+00:00,case_5351
Blend Tank,1969-12-31 20:00:00+00:00,case_5351
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_5351
Coarse Screens,1969-12-31 16:00:00+00:00,case_7256
Fine Screens,1969-12-31 17:00:00+00:00,case_7256
Compacted Screenings,1969-12-31 18:00:00+00:00,case_7256
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_7256
Coarse Screens,1969-12-31 16:00:00+00:00,case_195
Fine Screens,1969-12-31 17:00:00+00:00,case_195
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_195
Sludge Grinder,1969-12-31 19:00:00+00:00,case_195
Blend Tank,1969-12-31 20:00:00+00:00,case_195
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_195
Storage Tank,1969-12-31 22:00:00+00:00,case_195
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_195
Coarse Screens,1969-12-31 16:00:00+00:00,case_7265
Fine Screens,1969-12-31 17:00:00+00:00,case_7265
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_7265
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_7265
Final Clarifier,1969-12-31 20:00:00+00:00,case_7265
Chlorine Contact Basin,1969-12-31 21:00:00+00:00,case_7265
Pond,1969-12-31 22:00:00+00:00,case_7265
De-chlorination Pond,1969-12-31 23:00:00+00:00,case_7265
Cascade Aerator,1970-01-01 00:00:00+00:00,case_7265
Coarse Screens,1969-12-31 16:00:00+00:00,case_730
Fine Screens,1969-12-31 17:00:00+00:00,case_730
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_730
Sludge Grinder,1969-12-31 19:00:00+00:00,case_730
Blend Tank,1969-12-31 20:00:00+00:00,case_730
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_730
Coarse Screens,1969-12-31 16:00:00+00:00,case_852
Fine Screens,1969-12-31 17:00:00+00:00,case_852
Compacted Screenings,1969-12-31 18:00:00+00:00,case_852
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_852
Coarse Screens,1969-12-31 16:00:00+00:00,case_2689
Fine Screens,1969-12-31 17:00:00+00:00,case_2689
Compacted Screenings,1969-12-31 18:00:00+00:00,case_2689
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_2689
Coarse Screens,1969-12-31 16:00:00+00:00,case_4647
Fine Screens,1969-12-31 17:00:00+00:00,case_4647
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_4647
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_4647
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_4647
Final Clarifier,1969-12-31 21:00:00+00:00,case_4647
Chlorine Contact Basin,1969-12-31 22:00:00+00:00,case_4647
Pond,1969-12-31 23:00:00+00:00,case_4647
De-chlorination Pond,1970-01-01 00:00:00+00:00,case_4647
Cascade Aerator,1970-01-01 01:00:00+00:00,case_4647
Coarse Screens,1969-12-31 16:00:00+00:00,case_1839
Fine Screens,1969-12-31 17:00:00+00:00,case_1839
Compacted Screenings,1969-12-31 18:00:00+00:00,case_1839
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_1839
Coarse Screens,1969-12-31 16:00:00+00:00,case_4755
Fine Screens,1969-12-31 17:00:00+00:00,case_4755
Compacted Screenings,1969-12-31 18:00:00+00:00,case_4755
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_4755
Coarse Screens,1969-12-31 16:00:00+00:00,case_6718
Fine Screens,1969-12-31 17:00:00+00:00,case_6718
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_6718
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_6718
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_6718
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_6718
Bio-reactor Tanks,1969-12-31 22:00:00+00:00,case_6718
Final Clarifier,1969-12-31 23:00:00+00:00,case_6718
Chlorine Contact Basin,1970-01-01 00:00:00+00:00,case_6718
Pond,1970-01-01 01:00:00+00:00,case_6718
De-chlorination Pond,1970-01-01 02:00:00+00:00,case_6718
Effluent Pumping Station,1970-01-01 03:00:00+00:00,case_6718
Coarse Screens,1969-12-31 16:00:00+00:00,case_8748
Fine Screens,1969-12-31 17:00:00+00:00,case_8748
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_8748
Sludge Grinder,1969-12-31 19:00:00+00:00,case_8748
Blend Tank,1969-12-31 20:00:00+00:00,case_8748
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_8748
Coarse Screens,1969-12-31 16:00:00+00:00,case_2958
Fine Screens,1969-12-31 17:00:00+00:00,case_2958
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_2958
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_2958
Wastewater Centrifuge De-watering Thickening,1969-12-31 20:00:00+00:00,case_2958
Blend Tank,1969-12-31 21:00:00+00:00,case_2958
Anaerobic Digester,1969-12-31 22:00:00+00:00,case_2958
Storage Tank,1969-12-31 23:00:00+00:00,case_2958
Disposal to Landfill,1970-01-01 00:00:00+00:00,case_2958
Coarse Screens,1969-12-31 16:00:00+00:00,case_1545
Fine Screens,1969-12-31 17:00:00+00:00,case_1545
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_1545
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_1545
Final Clarifier,1969-12-31 20:00:00+00:00,case_1545
Chlorine Contact Basin,1969-12-31 21:00:00+00:00,case_1545
Pond,1969-12-31 22:00:00+00:00,case_1545
De-chlorination Pond,1969-12-31 23:00:00+00:00,case_1545
Effluent Pumping Station,1970-01-01 00:00:00+00:00,case_1545
Coarse Screens,1969-12-31 16:00:00+00:00,case_2943
Fine Screens,1969-12-31 17:00:00+00:00,case_2943
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_2943
Sludge Grinder,1969-12-31 19:00:00+00:00,case_2943
Blend Tank,1969-12-31 20:00:00+00:00,case_2943
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_2943
Storage Tank,1969-12-31 22:00:00+00:00,case_2943
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_2943
Coarse Screens,1969-12-31 16:00:00+00:00,case_3601
Fine Screens,1969-12-31 17:00:00+00:00,case_3601
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_3601
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_3601
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_3601
Gravity Thickening,1969-12-31 21:00:00+00:00,case_3601
Blend Tank,1969-12-31 22:00:00+00:00,case_3601
Anaerobic Digester,1969-12-31 23:00:00+00:00,case_3601
Coarse Screens,1969-12-31 16:00:00+00:00,case_2448
Fine Screens,1969-12-31 17:00:00+00:00,case_2448
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_2448
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_2448
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_2448
Final Clarifier,1969-12-31 21:00:00+00:00,case_2448
Chlorine Contact Basin,1969-12-31 22:00:00+00:00,case_2448
Pond,1969-12-31 23:00:00+00:00,case_2448
De-chlorination Pond,1970-01-01 00:00:00+00:00,case_2448
Cascade Aerator,1970-01-01 01:00:00+00:00,case_2448
Coarse Screens,1969-12-31 16:00:00+00:00,case_2111
Fine Screens,1969-12-31 17:00:00+00:00,case_2111
Compacted Screenings,1969-12-31 18:00:00+00:00,case_2111
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_2111
Coarse Screens,1969-12-31 16:00:00+00:00,case_4969
Fine Screens,1969-12-31 17:00:00+00:00,case_4969
Compacted Screenings,1969-12-31 18:00:00+00:00,case_4969
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_4969
Coarse Screens,1969-12-31 16:00:00+00:00,case_8112
Fine Screens,1969-12-31 17:00:00+00:00,case_8112
Compacted Screenings,1969-12-31 18:00:00+00:00,case_8112
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_8112
Coarse Screens,1969-12-31 16:00:00+00:00,case_1166
Fine Screens,1969-12-31 17:00:00+00:00,case_1166
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_1166
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_1166
Wastewater Centrifuge De-watering Thickening,1969-12-31 20:00:00+00:00,case_1166
Blend Tank,1969-12-31 21:00:00+00:00,case_1166
Anaerobic Digester,1969-12-31 22:00:00+00:00,case_1166
Storage Tank,1969-12-31 23:00:00+00:00,case_1166
Disposal to Landfill,1970-01-01 00:00:00+00:00,case_1166
Coarse Screens,1969-12-31 16:00:00+00:00,case_53
Fine Screens,1969-12-31 17:00:00+00:00,case_53
Compacted Screenings,1969-12-31 18:00:00+00:00,case_53
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_53
Coarse Screens,1969-12-31 16:00:00+00:00,case_7237
Fine Screens,1969-12-31 17:00:00+00:00,case_7237
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_7237
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_7237
Dissolved-Air Flotation Thickening,1969-12-31 20:00:00+00:00,case_7237
Blend Tank,1969-12-31 21:00:00+00:00,case_7237
Anaerobic Digester,1969-12-31 22:00:00+00:00,case_7237
Storage Tank,1969-12-31 23:00:00+00:00,case_7237
Disposal to Landfill,1970-01-01 00:00:00+00:00,case_7237
Coarse Screens,1969-12-31 16:00:00+00:00,case_1365
Fine Screens,1969-12-31 17:00:00+00:00,case_1365
Compacted Screenings,1969-12-31 18:00:00+00:00,case_1365
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_1365
Coarse Screens,1969-12-31 16:00:00+00:00,case_5338
Fine Screens,1969-12-31 17:00:00+00:00,case_5338
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_5338
Sludge Grinder,1969-12-31 19:00:00+00:00,case_5338
Blend Tank,1969-12-31 20:00:00+00:00,case_5338
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_5338
Storage Tank,1969-12-31 22:00:00+00:00,case_5338
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_5338
Coarse Screens,1969-12-31 16:00:00+00:00,case_491
Fine Screens,1969-12-31 17:00:00+00:00,case_491
Compacted Screenings,1969-12-31 18:00:00+00:00,case_491
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_491
Coarse Screens,1969-12-31 16:00:00+00:00,case_5803
Fine Screens,1969-12-31 17:00:00+00:00,case_5803
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_5803
Sludge Grinder,1969-12-31 19:00:00+00:00,case_5803
Blend Tank,1969-12-31 20:00:00+00:00,case_5803
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_5803
Storage Tank,1969-12-31 22:00:00+00:00,case_5803
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_5803
Coarse Screens,1969-12-31 16:00:00+00:00,case_8708
Fine Screens,1969-12-31 17:00:00+00:00,case_8708
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_8708
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_8708
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_8708
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_8708
Bio-reactor Tanks,1969-12-31 22:00:00+00:00,case_8708
Bio-reactor Tanks,1969-12-31 23:00:00+00:00,case_8708
Final Clarifier,1970-01-01 00:00:00+00:00,case_8708
Chlorine Contact Basin,1970-01-01 01:00:00+00:00,case_8708
Pond,1970-01-01 02:00:00+00:00,case_8708
De-chlorination Pond,1970-01-01 03:00:00+00:00,case_8708
Effluent Pumping Station,1970-01-01 04:00:00+00:00,case_8708
Coarse Screens,1969-12-31 16:00:00+00:00,case_6917
Fine Screens,1969-12-31 17:00:00+00:00,case_6917
Compacted Screenings,1969-12-31 18:00:00+00:00,case_6917
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_6917
Coarse Screens,1969-12-31 16:00:00+00:00,case_266
Fine Screens,1969-12-31 17:00:00+00:00,case_266
Compacted Screenings,1969-12-31 18:00:00+00:00,case_266
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_266
Coarse Screens,1969-12-31 16:00:00+00:00,case_3351
Fine Screens,1969-12-31 17:00:00+00:00,case_3351
Compacted Screenings,1969-12-31 18:00:00+00:00,case_3351
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_3351
Coarse Screens,1969-12-31 16:00:00+00:00,case_8702
Fine Screens,1969-12-31 17:00:00+00:00,case_8702
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_8702
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_8702
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_8702
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_8702
Final Clarifier,1969-12-31 22:00:00+00:00,case_8702
Chlorine Contact Basin,1969-12-31 23:00:00+00:00,case_8702
Pond,1970-01-01 00:00:00+00:00,case_8702
De-chlorination Pond,1970-01-01 01:00:00+00:00,case_8702
Effluent Pumping Station,1970-01-01 02:00:00+00:00,case_8702
Coarse Screens,1969-12-31 16:00:00+00:00,case_668
Fine Screens,1969-12-31 17:00:00+00:00,case_668
Compacted Screenings,1969-12-31 18:00:00+00:00,case_668
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_668
Coarse Screens,1969-12-31 16:00:00+00:00,case_7306
Fine Screens,1969-12-31 17:00:00+00:00,case_7306
Compacted Screenings,1969-12-31 18:00:00+00:00,case_7306
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_7306
Coarse Screens,1969-12-31 16:00:00+00:00,case_7802
Fine Screens,1969-12-31 17:00:00+00:00,case_7802
Compacted Screenings,1969-12-31 18:00:00+00:00,case_7802
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_7802
Coarse Screens,1969-12-31 16:00:00+00:00,case_9395
Fine Screens,1969-12-31 17:00:00+00:00,case_9395
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_9395
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_9395
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_9395
Dissolved-Air Flotation Thickening,1969-12-31 21:00:00+00:00,case_9395
Blend Tank,1969-12-31 22:00:00+00:00,case_9395
Anaerobic Digester,1969-12-31 23:00:00+00:00,case_9395
Coarse Screens,1969-12-31 16:00:00+00:00,case_9317
Fine Screens,1969-12-31 17:00:00+00:00,case_9317
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_9317
Sludge Grinder,1969-12-31 19:00:00+00:00,case_9317
Blend Tank,1969-12-31 20:00:00+00:00,case_9317
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_9317
Storage Tank,1969-12-31 22:00:00+00:00,case_9317
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_9317
Coarse Screens,1969-12-31 16:00:00+00:00,case_3320
Fine Screens,1969-12-31 17:00:00+00:00,case_3320
Compacted Screenings,1969-12-31 18:00:00+00:00,case_3320
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_3320
Coarse Screens,1969-12-31 16:00:00+00:00,case_4291
Fine Screens,1969-12-31 17:00:00+00:00,case_4291
Compacted Screenings,1969-12-31 18:00:00+00:00,case_4291
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_4291
Coarse Screens,1969-12-31 16:00:00+00:00,case_597
Fine Screens,1969-12-31 17:00:00+00:00,case_597
Compacted Screenings,1969-12-31 18:00:00+00:00,case_597
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_597
Coarse Screens,1969-12-31 16:00:00+00:00,case_6371
Fine Screens,1969-12-31 17:00:00+00:00,case_6371
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_6371
Sludge Grinder,1969-12-31 19:00:00+00:00,case_6371
Blend Tank,1969-12-31 20:00:00+00:00,case_6371
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_6371
Coarse Screens,1969-12-31 16:00:00+00:00,case_4852
Fine Screens,1969-12-31 17:00:00+00:00,case_4852
Compacted Screenings,1969-12-31 18:00:00+00:00,case_4852
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_4852
Coarse Screens,1969-12-31 16:00:00+00:00,case_8968
Fine Screens,1969-12-31 17:00:00+00:00,case_8968
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_8968
Sludge Grinder,1969-12-31 19:00:00+00:00,case_8968
Blend Tank,1969-12-31 20:00:00+00:00,case_8968
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_8968
Storage Tank,1969-12-31 22:00:00+00:00,case_8968
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_8968
Coarse Screens,1969-12-31 16:00:00+00:00,case_2872
Fine Screens,1969-12-31 17:00:00+00:00,case_2872
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_2872
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_2872
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_2872
Final Clarifier,1969-12-31 21:00:00+00:00,case_2872
Chlorine Contact Basin,1969-12-31 22:00:00+00:00,case_2872
Pond,1969-12-31 23:00:00+00:00,case_2872
De-chlorination Pond,1970-01-01 00:00:00+00:00,case_2872
Cascade Aerator,1970-01-01 01:00:00+00:00,case_2872
Coarse Screens,1969-12-31 16:00:00+00:00,case_5235
Fine Screens,1969-12-31 17:00:00+00:00,case_5235
Compacted Screenings,1969-12-31 18:00:00+00:00,case_5235
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_5235
Coarse Screens,1969-12-31 16:00:00+00:00,case_9130
Fine Screens,1969-12-31 17:00:00+00:00,case_9130
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_9130
Sludge Grinder,1969-12-31 19:00:00+00:00,case_9130
Blend Tank,1969-12-31 20:00:00+00:00,case_9130
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_9130
Coarse Screens,1969-12-31 16:00:00+00:00,case_4625
Fine Screens,1969-12-31 17:00:00+00:00,case_4625
Compacted Screenings,1969-12-31 18:00:00+00:00,case_4625
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_4625
Coarse Screens,1969-12-31 16:00:00+00:00,case_3953
Fine Screens,1969-12-31 17:00:00+00:00,case_3953
Compacted Screenings,1969-12-31 18:00:00+00:00,case_3953
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_3953
Coarse Screens,1969-12-31 16:00:00+00:00,case_26
Fine Screens,1969-12-31 17:00:00+00:00,case_26
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_26
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_26
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_26
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_26
Bio-reactor Tanks,1969-12-31 22:00:00+00:00,case_26
Wastewater Centrifuge De-watering Thickening,1969-12-31 23:00:00+00:00,case_26
Blend Tank,1970-01-01 00:00:00+00:00,case_26
Anaerobic Digester,1970-01-01 01:00:00+00:00,case_26
Storage Tank,1970-01-01 02:00:00+00:00,case_26
Disposal to Landfill,1970-01-01 03:00:00+00:00,case_26
Coarse Screens,1969-12-31 16:00:00+00:00,case_3283
Fine Screens,1969-12-31 17:00:00+00:00,case_3283
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_3283
Sludge Grinder,1969-12-31 19:00:00+00:00,case_3283
Blend Tank,1969-12-31 20:00:00+00:00,case_3283
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_3283
Storage Tank,1969-12-31 22:00:00+00:00,case_3283
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_3283
Coarse Screens,1969-12-31 16:00:00+00:00,case_6172
Fine Screens,1969-12-31 17:00:00+00:00,case_6172
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_6172
Sludge Grinder,1969-12-31 19:00:00+00:00,case_6172
Blend Tank,1969-12-31 20:00:00+00:00,case_6172
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_6172
Coarse Screens,1969-12-31 16:00:00+00:00,case_4676
Fine Screens,1969-12-31 17:00:00+00:00,case_4676
Compacted Screenings,1969-12-31 18:00:00+00:00,case_4676
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_4676
Coarse Screens,1969-12-31 16:00:00+00:00,case_5611
Fine Screens,1969-12-31 17:00:00+00:00,case_5611
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_5611
Sludge Grinder,1969-12-31 19:00:00+00:00,case_5611
Blend Tank,1969-12-31 20:00:00+00:00,case_5611
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_5611
Coarse Screens,1969-12-31 16:00:00+00:00,case_1336
Fine Screens,1969-12-31 17:00:00+00:00,case_1336
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_1336
Sludge Grinder,1969-12-31 19:00:00+00:00,case_1336
Blend Tank,1969-12-31 20:00:00+00:00,case_1336
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_1336
Coarse Screens,1969-12-31 16:00:00+00:00,case_7614
