case,activity,timestamp
192,Primary Clarifiers,2024-01-01 10:00:00
192,Bio-reactor Tanks,2024-01-01 11:00:00
192,Wastewater Centrifuge De-watering Thickening,2024-01-01 12:00:00
192,Blend Tank,2024-01-01 13:00:00
192,Anaerobic Digester,2024-01-01 14:00:00
193,Coarse Screens,2024-01-01 08:00:00
193,Fine Screens,2024-01-01 09:00:00
193,Compacted Screenings,2024-01-01 10:00:00
193,Disposal to Landfill,2024-01-01 11:00:00
194,Coarse Screens,2024-01-01 08:00:00
194,Fine Screens,2024-01-01 09:00:00
194,Compacted Screenings,2024-01-01 10:00:00
194,Disposal to Landfill,2024-01-01 11:00:00
195,Coarse Screens,2024-01-01 08:00:00
195,Fine Screens,2024-01-01 09:00:00
195,Primary Clarifiers,2024-01-01 10:00:00
195,Bio-reactor Tanks,2024-01-01 11:00:00
195,Final Clarifier,2024-01-01 12:00:00
195,Chlorine Contact Basin,2024-01-01 13:00:00
195,Pond,2024-01-01 14:00:00
195,De-chlorination Pond,2024-01-01 15:00:00
195,Cascade Aerator,2024-01-01 16:00:00
196,Coarse Screens,2024-01-01 08:00:00
196,Fine Screens,2024-01-01 09:00:00
196,Primary Clarifiers,2024-01-01 10:00:00
196,Sludge Grinder,2024-01-01 11:00:00
196,Blend Tank,2024-01-01 12:00:00
196,Anaerobic Digester,2024-01-01 13:00:00
197,Coarse Screens,2024-01-01 08:00:00
197,Fine Screens,2024-01-01 09:00:00
197,Primary Clarifiers,2024-01-01 10:00:00
197,Bio-reactor Tanks,2024-01-01 11:00:00
197,Final Clarifier,2024-01-01 12:00:00
197,Chlorine Contact Basin,2024-01-01 13:00:00
197,Pond,2024-01-01 14:00:00
197,De-chlorination Pond,2024-01-01 15:00:00
197,Cascade Aerator,2024-01-01 16:00:00
198,Coarse Screens,2024-01-01 08:00:00
198,Fine Screens,2024-01-01 09:00:00
198,Primary Clarifiers,2024-01-01 10:00:00
198,Bio-reactor Tanks,2024-01-01 11:00:00
198,Gravity Thickening,2024-01-01 12:00:00
198,Blend Tank,2024-01-01 13:00:00
198,Anaerobic Digester,2024-01-01 14:00:00
198,Storage Tank,2024-01-01 15:00:00
198,Disposal to Landfill,2024-01-01 16:00:00
199,Coarse Screens,2024-01-01 08:00:00
199,Fine Screens,2024-01-01 09:00:00
199,Primary Clarifiers,2024-01-01 10:00:00
199,Bio-reactor Tanks,2024-01-01 11:00:00
199,Wastewater Centrifuge De-watering Thickening,2024-01-01 12:00:00
199,Blend Tank,2024-01-01 13:00:00
199,Anaerobic Digester,2024-01-01 14:00:00
199,Storage Tank,2024-01-01 15:00:00
199,Disposal to Landfill,2024-01-01 16:00:00
200,Coarse Screens,2024-01-01 08:00:00
200,Fine Screens,2024-01-01 09:00:00
200,Compacted Screenings,2024-01-01 10:00:00
200,Disposal to Landfill,2024-01-01 11:00:00
201,Coarse Screens,2024-01-01 08:00:00
201,Fine Screens,2024-01-01 09:00:00
201,Compacted Screenings,2024-01-01 10:00:00
201,Disposal to Landfill,2024-01-01 11:00:00
202,Coarse Screens,2024-01-01 08:00:00
202,Fine Screens,2024-01-01 09:00:00
202,Compacted Screenings,2024-01-01 10:00:00
202,Disposal to Landfill,2024-01-01 11:00:00
203,Coarse Screens,2024-01-01 08:00:00
203,Fine Screens,2024-01-01 09:00:00
203,Primary Clarifiers,2024-01-01 10:00:00
203,Sludge Grinder,2024-01-01 11:00:00
203,Blend Tank,2024-01-01 12:00:00
203,Anaerobic Digester,2024-01-01 13:00:00
203,Storage Tank,2024-01-01 14:00:00
203,Disposal to Landfill,2024-01-01 15:00:00
204,Coarse Screens,2024-01-01 08:00:00
204,Fine Screens,2024-01-01 09:00:00
204,Primary Clarifiers,2024-01-01 10:00:00
204,Sludge Grinder,2024-01-01 11:00:00
204,Blend Tank,2024-01-01 12:00:00
204,Anaerobic Digester,2024-01-01 13:00:00
204,Storage Tank,2024-01-01 14:00:00
204,Disposal to Landfill,2024-01-01 15:00:00
205,Coarse Screens,2024-01-01 08:00:00
205,Fine Screens,2024-01-01 09:00:00
205,Compacted Screenings,2024-01-01 10:00:00
205,Disposal to Landfill,2024-01-01 11:00:00
206,Coarse Screens,2024-01-01 08:00:00
206,Fine Screens,2024-01-01 09:00:00
206,Primary Clarifiers,2024-01-01 10:00:00
206,Sludge Grinder,2024-01-01 11:00:00
206,Blend Tank,2024-01-01 12:00:00
206,Anaerobic Digester,2024-01-01 13:00:00
206,Storage Tank,2024-01-01 14:00:00
206,Disposal to Landfill,2024-01-01 15:00:00
207,Coarse Screens,2024-01-01 08:00:00
207,Fine Screens,2024-01-01 09:00:00
207,Compacted Screenings,2024-01-01 10:00:00
207,Disposal to Landfill,2024-01-01 11:00:00
208,Coarse Screens,2024-01-01 08:00:00
208,Fine Screens,2024-01-01 09:00:00
208,Compacted Screenings,2024-01-01 10:00:00
208,Disposal to Landfill,2024-01-01 11:00:00
209,Coarse Screens,2024-01-01 08:00:00
209,Fine Screens,2024-01-01 09:00:00
209,Compacted Screenings,2024-01-01 10:00:00
209,Disposal to Landfill,2024-01-01 11:00:00
210,Coarse Screens,2024-01-01 08:00:00
210,Fine Screens,2024-01-01 09:00:00
210,Compacted Screenings,2024-01-01 10:00:00
210,Disposal to Landfill,2024-01-01 11:00:00
211,Coarse Screens,2024-01-01 08:00:00
211,Fine Screens,2024-01-01 09:00:00
211,Compacted Screenings,2024-01-01 10:00:00
211,Disposal to Landfill,2024-01-01 11:00:00
212,Coarse Screens,2024-01-01 08:00:00
212,Fine Screens,2024-01-01 09:00:00
212,Compacted Screenings,2024-01-01 10:00:00
212,Disposal to Landfill,2024-01-01 11:00:00
213,Coarse Screens,2024-01-01 08:00:00
213,Fine Screens,2024-01-01 09:00:00
213,Primary Clarifiers,2024-01-01 10:00:00
213,Bio-reactor Tanks,2024-01-01 11:00:00
213,Final Clarifier,2024-01-01 12:00:00
213,Chlorine Contact Basin,2024-01-01 13:00:00
213,Pond,2024-01-01 14:00:00
213,De-chlorination Pond,2024-01-01 15:00:00
213,Cascade Aerator,2024-01-01 16:00:00
214,Coarse Screens,2024-01-01 08:00:00
214,Fine Screens,2024-01-01 09:00:00
214,Primary Clarifiers,2024-01-01 10:00:00
214,Sludge Grinder,2024-01-01 11:00:00
214,Blend Tank,2024-01-01 12:00:00
214,Anaerobic Digester,2024-01-01 13:00:00
214,Storage Tank,2024-01-01 14:00:00
214,Disposal to Landfill,2024-01-01 15:00:00
215,Coarse Screens,2024-01-01 08:00:00
215,Fine Screens,2024-01-01 09:00:00
215,Compacted Screenings,2024-01-01 10:00:00
215,Disposal to Landfill,2024-01-01 11:00:00
216,Coarse Screens,2024-01-01 08:00:00
216,Fine Screens,2024-01-01 09:00:00
216,Primary Clarifiers,2024-01-01 10:00:00
216,Sludge Grinder,2024-01-01 11:00:00
216,Blend Tank,2024-01-01 12:00:00
216,Anaerobic Digester,2024-01-01 13:00:00
217,Coarse Screens,2024-01-01 08:00:00
217,Fine Screens,2024-01-01 09:00:00
217,Primary Clarifiers,2024-01-01 10:00:00
217,Sludge Grinder,2024-01-01 11:00:00
217,Blend Tank,2024-01-01 12:00:00
217,Anaerobic Digester,2024-01-01 13:00:00
218,Coarse Screens,2024-01-01 08:00:00
218,Fine Screens,2024-01-01 09:00:00
218,Primary Clarifiers,2024-01-01 10:00:00
218,Bio-reactor Tanks,2024-01-01 11:00:00
218,Final Clarifier,2024-01-01 12:00:00
218,Chlorine Contact Basin,2024-01-01 13:00:00
218,Pond,2024-01-01 14:00:00
218,De-chlorination Pond,2024-01-01 15:00:00
218,Cascade Aerator,2024-01-01 16:00:00
219,Coarse Screens,2024-01-01 08:00:00
219,Fine Screens,2024-01-01 09:00:00
219,Primary Clarifiers,2024-01-01 10:00:00
219,Sludge Grinder,2024-01-01 11:00:00
219,Blend Tank,2024-01-01 12:00:00
219,Anaerobic Digester,2024-01-01 13:00:00
220,Coarse Screens,2024-01-01 08:00:00
220,Fine Screens,2024-01-01 09:00:00
220,Primary Clarifiers,2024-01-01 10:00:00
220,Bio-reactor Tanks,2024-01-01 11:00:00
220,Wastewater Centrifuge De-watering Thickening,2024-01-01 12:00:00
220,Blend Tank,2024-01-01 13:00:00
220,Anaerobic Digester,2024-01-01 14:00:00
220,Storage Tank,2024-01-01 15:00:00
220,Disposal to Landfill,2024-01-01 16:00:00
221,Coarse Screens,2024-01-01 08:00:00
221,Fine Screens,2024-01-01 09:00:00
221,Primary Clarifiers,2024-01-01 10:00:00
221,Bio-reactor Tanks,2024-01-01 11:00:00
221,Final Clarifier,2024-01-01 12:00:00
221,Chlorine Contact Basin,2024-01-01 13:00:00
221,Pond,2024-01-01 14:00:00
221,De-chlorination Pond,2024-01-01 15:00:00
221,Cascade Aerator,2024-01-01 16:00:00
222,Coarse Screens,2024-01-01 08:00:00
222,Fine Screens,2024-01-01 09:00:00
222,Compacted Screenings,2024-01-01 10:00:00
222,Disposal to Landfill,2024-01-01 11:00:00
223,Coarse Screens,2024-01-01 08:00:00
223,Fine Screens,2024-01-01 09:00:00
223,Primary Clarifiers,2024-01-01 10:00:00
223,Sludge Grinder,2024-01-01 11:00:00
223,Blend Tank,2024-01-01 12:00:00
223,Anaerobic Digester,2024-01-01 13:00:00
223,Storage Tank,2024-01-01 14:00:00
223,Disposal to Landfill,2024-01-01 15:00:00
224,Coarse Screens,2024-01-01 08:00:00
224,Fine Screens,2024-01-01 09:00:00
224,Compacted Screenings,2024-01-01 10:00:00
224,Disposal to Landfill,2024-01-01 11:00:00
225,Coarse Screens,2024-01-01 08:00:00
225,Fine Screens,2024-01-01 09:00:00
225,Compacted Screenings,2024-01-01 10:00:00
225,Disposal to Landfill,2024-01-01 11:00:00
226,Coarse Screens,2024-01-01 08:00:00
226,Fine Screens,2024-01-01 09:00:00
226,Primary Clarifiers,2024-01-01 10:00:00
226,Sludge Grinder,2024-01-01 11:00:00
226,Blend Tank,2024-01-01 12:00:00
226,Anaerobic Digester,2024-01-01 13:00:00
227,Coarse Screens,2024-01-01 08:00:00
227,Fine Screens,2024-01-01 09:00:00
227,Compacted Screenings,2024-01-01 10:00:00
227,Disposal to Landfill,2024-01-01 11:00:00
228,Coarse Screens,2024-01-01 08:00:00
228,Fine Screens,2024-01-01 09:00:00
228,Primary Clarifiers,2024-01-01 10:00:00
228,Bio-reactor Tanks,2024-01-01 11:00:00
228,Dissolved-Air Flotation Thickening,2024-01-01 12:00:00
228,Blend Tank,2024-01-01 13:00:00
228,Anaerobic Digester,2024-01-01 14:00:00
229,Coarse Screens,2024-01-01 08:00:00
229,Fine Screens,2024-01-01 09:00:00
229,Compacted Screenings,2024-01-01 10:00:00
229,Disposal to Landfill,2024-01-01 11:00:00
230,Coarse Screens,2024-01-01 08:00:00
230,Fine Screens,2024-01-01 09:00:00
230,Primary Clarifiers,2024-01-01 10:00:00
230,Sludge Grinder,2024-01-01 11:00:00
230,Blend Tank,2024-01-01 12:00:00
230,Anaerobic Digester,2024-01-01 13:00:00
230,Storage Tank,2024-01-01 14:00:00
230,Disposal to Landfill,2024-01-01 15:00:00
231,Coarse Screens,2024-01-01 08:00:00
231,Fine Screens,2024-01-01 09:00:00
231,Primary Clarifiers,2024-01-01 10:00:00
231,Bio-reactor Tanks,2024-01-01 11:00:00
231,Final Clarifier,2024-01-01 12:00:00
231,Chlorine Contact Basin,2024-01-01 13:00:00
231,Pond,2024-01-01 14:00:00
231,De-chlorination Pond,2024-01-01 15:00:00
231,Cascade Aerator,2024-01-01 16:00:00
232,Coarse Screens,2024-01-01 08:00:00
232,Fine Screens,2024-01-01 09:00:00
232,Primary Clarifiers,2024-01-01 10:00:00
232,Sludge Grinder,2024-01-01 11:00:00
232,Blend Tank,2024-01-01 12:00:00
232,Anaerobic Digester,2024-01-01 13:00:00
232,Storage Tank,2024-01-01 14:00:00
232,Disposal to Landfill,2024-01-01 15:00:00
233,Coarse Screens,2024-01-01 08:00:00
233,Fine Screens,2024-01-01 09:00:00
233,Primary Clarifiers,2024-01-01 10:00:00
233,Sludge Grinder,2024-01-01 11:00:00
233,Blend Tank,2024-01-01 12:00:00
233,Anaerobic Digester,2024-01-01 13:00:00
234,Coarse Screens,2024-01-01 08:00:00
234,Fine Screens,2024-01-01 09:00:00
234,Compacted Screenings,2024-01-01 10:00:00
234,Disposal to Landfill,2024-01-01 11:00:00
235,Coarse Screens,2024-01-01 08:00:00
235,Fine Screens,2024-01-01 09:00:00
235,Compacted Screenings,2024-01-01 10:00:00
235,Disposal to Landfill,2024-01-01 11:00:00
236,Coarse Screens,2024-01-01 08:00:00
236,Fine Screens,2024-01-01 09:00:00
236,Primary Clarifiers,2024-01-01 10:00:00
236,Sludge Grinder,2024-01-01 11:00:00
236,Blend Tank,2024-01-01 12:00:00
236,Anaerobic Digester,2024-01-01 13:00:00
236,Storage Tank,2024-01-01 14:00:00
236,Disposal to Landfill,2024-01-01 15:00:00
237,Coarse Screens,2024-01-01 08:00:00
237,Fine Screens,2024-01-01 09:00:00
237,Compacted Screenings,2024-01-01 10:00:00
237,Disposal to Landfill,2024-01-01 11:00:00
238,Coarse Screens,2024-01-01 08:00:00
238,Fine Screens,2024-01-01 09:00:00
238,Primary Clarifiers,2024-01-01 10:00:00
238,Bio-reactor Tanks,2024-01-01 11:00:00
238,Gravity Thickening,2024-01-01 12:00:00
238,Blend Tank,2024-01-01 13:00:00
238,Anaerobic Digester,2024-01-01 14:00:00
239,Coarse Screens,2024-01-01 08:00:00
239,Fine Screens,2024-01-01 09:00:00
239,Compacted Screenings,2024-01-01 10:00:00
239,Disposal to Landfill,2024-01-01 11:00:00
240,Coarse Screens,2024-01-01 08:00:00
240,Fine Screens,2024-01-01 09:00:00
240,Primary Clarifiers,2024-01-01 10:00:00
240,Sludge Grinder,2024-01-01 11:00:00
240,Blend Tank,2024-01-01 12:00:00
240,Anaerobic Digester,2024-01-01 13:00:00
240,Storage Tank,2024-01-01 14:00:00
240,Disposal to Landfill,2024-01-01 15:00:00
241,Coarse Screens,2024-01-01 08:00:00
241,Fine Screens,2024-01-01 09:00:00
241,Compacted Screenings,2024-01-01 10:00:00
241,Disposal to Landfill,2024-01-01 11:00:00
242,Coarse Screens,2024-01-01 08:00:00
242,Fine Screens,2024-01-01 09:00:00
242,Compacted Screenings,2024-01-01 10:00:00
242,Disposal to Landfill,2024-01-01 11:00:00
243,Coarse Screens,2024-01-01 08:00:00
243,Fine Screens,2024-01-01 09:00:00
243,Primary Clarifiers,2024-01-01 10:00:00
243,Sludge Grinder,2024-01-01 11:00:00
243,Blend Tank,2024-01-01 12:00:00
243,Anaerobic Digester,2024-01-01 13:00:00
243,Storage Tank,2024-01-01 14:00:00
243,Disposal to Landfill,2024-01-01 15:00:00
244,Coarse Screens,2024-01-01 08:00:00
244,Fine Screens,2024-01-01 09:00:00
244,Primary Clarifiers,2024-01-01 10:00:00
244,Sludge Grinder,2024-01-01 11:00:00
244,Blend Tank,2024-01-01 12:00:00
244,Anaerobic Digester,2024-01-01 13:00:00
244,Storage Tank,2024-01-01 14:00:00
244,Disposal to Landfill,2024-01-01 15:00:00
245,Coarse Screens,2024-01-01 08:00:00
245,Fine Screens,2024-01-01 09:00:00
245,Compacted Screenings,2024-01-01 10:00:00
245,Disposal to Landfill,2024-01-01 11:00:00
246,Coarse Screens,2024-01-01 08:00:00
246,Fine Screens,2024-01-01 09:00:00
246,Compacted Screenings,2024-01-01 10:00:00
246,Disposal to Landfill,2024-01-01 11:00:00
247,Coarse Screens,2024-01-01 08:00:00
247,Fine Screens,2024-01-01 09:00:00
247,Primary Clarifiers,2024-01-01 10:00:00
247,Sludge Grinder,2024-01-01 11:00:00
247,Blend Tank,2024-01-01 12:00:00
247,Anaerobic Digester,2024-01-01 13:00:00
248,Coarse Screens,2024-01-01 08:00:00
248,Fine Screens,2024-01-01 09:00:00
248,Compacted Screenings,2024-01-01 10:00:00
248,Disposal to Landfill,2024-01-01 11:00:00
249,Coarse Screens,2024-01-01 08:00:00
249,Fine Screens,2024-01-01 09:00:00
249,Primary Clarifiers,2024-01-01 10:00:00
249,Bio-reactor Tanks,2024-01-01 11:00:00
249,Final Clarifier,2024-01-01 12:00:00
249,Chlorine Contact Basin,2024-01-01 13:00:00
249,Pond,2024-01-01 14:00:00
249,De-chlorination Pond,2024-01-01 15:00:00
249,Cascade Aerator,2024-01-01 16:00:00
250,Coarse Screens,2024-01-01 08:00:00
250,Fine Screens,2024-01-01 09:00:00
250,Primary Clarifiers,2024-01-01 10:00:00
250,Bio-reactor Tanks,2024-01-01 11:00:00
250,Dissolved-Air Flotation Thickening,2024-01-01 12:00:00
250,Blend Tank,2024-01-01 13:00:00
250,Anaerobic Digester,2024-01-01 14:00:00
250,Storage Tank,2024-01-01 15:00:00
250,Disposal to Landfill,2024-01-01 16:00:00
251,Coarse Screens,2024-01-01 08:00:00
251,Fine Screens,2024-01-01 09:00:00
251,Primary Clarifiers,2024-01-01 10:00:00
251,Bio-reactor Tanks,2024-01-01 11:00:00
251,Gravity Thickening,2024-01-01 12:00:00
251,Blend Tank,2024-01-01 13:00:00
251,Anaerobic Digester,2024-01-01 14:00:00
252,Coarse Screens,2024-01-01 08:00:00
252,Fine Screens,2024-01-01 09:00:00
252,Compacted Screenings,2024-01-01 10:00:00
252,Disposal to Landfill,2024-01-01 11:00:00
253,Coarse Screens,2024-01-01 08:00:00
253,Fine Screens,2024-01-01 09:00:00
253,Primary Clarifiers,2024-01-01 10:00:00
253,Bio-reactor Tanks,2024-01-01 11:00:00
253,Wastewater Centrifuge De-watering Thickening,2024-01-01 12:00:00
253,Blend Tank,2024-01-01 13:00:00
253,Anaerobic Digester,2024-01-01 14:00:00
254,Coarse Screens,2024-01-01 08:00:00
254,Fine Screens,2024-01-01 09:00:00
254,Compacted Screenings,2024-01-01 10:00:00
254,Disposal to Landfill,2024-01-01 11:00:00
255,Coarse Screens,2024-01-01 08:00:00
255,Fine Screens,2024-01-01 09:00:00
255,Primary Clarifiers,2024-01-01 10:00:00
255,Bio-reactor Tanks,2024-01-01 11:00:00
255,Wastewater Centrifuge De-watering Thickening,2024-01-01 12:00:00
255,Blend Tank,2024-01-01 13:00:00
255,Anaerobic Digester,2024-01-01 14:00:00
255,Storage Tank,2024-01-01 15:00:00
255,Disposal to Landfill,2024-01-01 16:00:00
256,Coarse Screens,2024-01-01 08:00:00
256,Fine Screens,2024-01-01 09:00:00
256,Primary Clarifiers,2024-01-01 10:00:00
256,Sludge Grinder,2024-01-01 11:00:00
256,Blend Tank,2024-01-01 12:00:00
256,Anaerobic Digester,2024-01-01 13:00:00
257,Coarse Screens,2024-01-01 08:00:00
257,Fine Screens,2024-01-01 09:00:00
257,Compacted Screenings,2024-01-01 10:00:00
257,Disposal to Landfill,2024-01-01 11:00:00
258,Coarse Screens,2024-01-01 08:00:00
258,Fine Screens,2024-01-01 09:00:00
258,Compacted Screenings,2024-01-01 10:00:00
258,Disposal to Landfill,2024-01-01 11:00:00
259,Coarse Screens,2024-01-01 08:00:00
259,Fine Screens,2024-01-01 09:00:00
259,Primary Clarifiers,2024-01-01 10:00:00
259,Bio-reactor Tanks,2024-01-01 11:00:00
259,Final Clarifier,2024-01-01 12:00:00
259,Chlorine Contact Basin,2024-01-01 13:00:00
259,Pond,2024-01-01 14:00:00
259,De-chlorination Pond,2024-01-01 15:00:00
259,Cascade Aerator,2024-01-01 16:00:00
260,Coarse Screens,2024-01-01 08:00:00
260,Fine Screens,2024-01-01 09:00:00
260,Compacted Screenings,2024-01-01 10:00:00
260,Disposal to Landfill,2024-01-01 11:00:00
261,Coarse Screens,2024-01-01 08:00:00
261,Fine Screens,2024-01-01 09:00:00
261,Compacted Screenings,2024-01-01 10:00:00
261,Disposal to Landfill,2024-01-01 11:00:00
262,Coarse Screens,2024-01-01 08:00:00
262,Fine Screens,2024-01-01 09:00:00
262,Primary Clarifiers,2024-01-01 10:00:00
262,Sludge Grinder,2024-01-01 11:00:00
262,Blend Tank,2024-01-01 12:00:00
262,Anaerobic Digester,2024-01-01 13:00:00
263,Coarse Screens,2024-01-01 08:00:00
263,Fine Screens,2024-01-01 09:00:00
263,Compacted Screenings,2024-01-01 10:00:00
263,Disposal to Landfill,2024-01-01 11:00:00
264,Coarse Screens,2024-01-01 08:00:00
264,Fine Screens,2024-01-01 09:00:00
264,Primary Clarifiers,2024-01-01 10:00:00
264,Sludge Grinder,2024-01-01 11:00:00
264,Blend Tank,2024-01-01 12:00:00
264,Anaerobic Digester,2024-01-01 13:00:00
265,Coarse Screens,2024-01-01 08:00:00
265,Fine Screens,2024-01-01 09:00:00
265,Compacted Screenings,2024-01-01 10:00:00
265,Disposal to Landfill,2024-01-01 11:00:00
266,Coarse Screens,2024-01-01 08:00:00
266,Fine Screens,2024-01-01 09:00:00
266,Primary Clarifiers,2024-01-01 10:00:00
266,Sludge Grinder,2024-01-01 11:00:00
266,Blend Tank,2024-01-01 12:00:00
266,Anaerobic Digester,2024-01-01 13:00:00
267,Coarse Screens,2024-01-01 08:00:00
267,Fine Screens,2024-01-01 09:00:00
267,Compacted Screenings,2024-01-01 10:00:00
267,Disposal to Landfill,2024-01-01 11:00:00
268,Coarse Screens,2024-01-01 08:00:00
268,Fine Screens,2024-01-01 09:00:00
268,Primary Clarifiers,2024-01-01 10:00:00
268,Bio-reactor Tanks,2024-01-01 11:00:00
268,Gravity Thickening,2024-01-01 12:00:00
268,Blend Tank,2024-01-01 13:00:00
268,Anaerobic Digester,2024-01-01 14:00:00
268,Storage Tank,2024-01-01 15:00:00
268,Disposal to Landfill,2024-01-01 16:00:00
269,Coarse Screens,2024-01-01 08:00:00
269,Fine Screens,2024-01-01 09:00:00
269,Compacted Screenings,2024-01-01 10:00:00
269,Disposal to Landfill,2024-01-01 11:00:00
270,Coarse Screens,2024-01-01 08:00:00
270,Fine Screens,2024-01-01 09:00:00
270,Compacted Screenings,2024-01-01 10:00:00
270,Disposal to Landfill,2024-01-01 11:00:00
271,Coarse Screens,2024-01-01 08:00:00
271,Fine Screens,2024-01-01 09:00:00
271,Primary Clarifiers,2024-01-01 10:00:00
271,Bio-reactor Tanks,2024-01-01 11:00:00
271,Final Clarifier,2024-01-01 12:00:00
271,Chlorine Contact Basin,2024-01-01 13:00:00
271,Pond,2024-01-01 14:00:00
271,De-chlorination Pond,2024-01-01 15:00:00
271,Cascade Aerator,2024-01-01 16:00:00
272,Coarse Screens,2024-01-01 08:00:00
272,Fine Screens,2024-01-01 09:00:00
272,Compacted Screenings,2024-01-01 10:00:00
272,Disposal to Landfill,2024-01-01 11:00:00
273,Coarse Screens,2024-01-01 08:00:00
273,Fine Screens,2024-01-01 09:00:00
273,Compacted Screenings,2024-01-01 10:00:00
273,Disposal to Landfill,2024-01-01 11:00:00
274,Coarse Screens,2024-01-01 08:00:00
274,Fine Screens,2024-01-01 09:00:00
274,Primary Clarifiers,2024-01-01 10:00:00
274,Bio-reactor Tanks,2024-01-01 11:00:00
274,Final Clarifier,2024-01-01 12:00:00
274,Chlorine Contact Basin,2024-01-01 13:00:00
274,Pond,2024-01-01 14:00:00
274,De-chlorination Pond,2024-01-01 15:00:00
274,Effluent Pumping Station,2024-01-01 16:00:00
275,Coarse Screens,2024-01-01 08:00:00
275,Fine Screens,2024-01-01 09:00:00
275,Compacted Screenings,2024-01-01 10:00:00
275,Disposal to Landfill,2024-01-01 11:00:00
276,Coarse Screens,2024-01-01 08:00:00
276,Fine Screens,2024-01-01 09:00:00
276,Primary Clarifiers,2024-01-01 10:00:00
276,Bio-reactor Tanks,2024-01-01 11:00:00
276,Wastewater Centrifuge De-watering Thickening,2024-01-01 12:00:00
276,Blend Tank,2024-01-01 13:00:00
276,Anaerobic Digester,2024-01-01 14:00:00
276,Storage Tank,2024-01-01 15:00:00
276,Disposal to Landfill,2024-01-01 16:00:00
277,Coarse Screens,2024-01-01 08:00:00
277,Fine Screens,2024-01-01 09:00:00
277,Primary Clarifiers,2024-01-01 10:00:00
277,Sludge Grinder,2024-01-01 11:00:00
277,Blend Tank,2024-01-01 12:00:00
277,Anaerobic Digester,2024-01-01 13:00:00
278,Coarse Screens,2024-01-01 08:00:00
278,Fine Screens,2024-01-01 09:00:00
278,Compacted Screenings,2024-01-01 10:00:00
278,Disposal to Landfill,2024-01-01 11:00:00
279,Coarse Screens,2024-01-01 08:00:00
279,Fine Screens,2024-01-01 09:00:00
279,Compacted Screenings,2024-01-01 10:00:00
279,Disposal to Landfill,2024-01-01 11:00:00
280,Coarse Screens,2024-01-01 08:00:00
280,Fine Screens,2024-01-01 09:00:00
280,Primary Clarifiers,2024-01-01 10:00:00
280,Sludge Grinder,2024-01-01 11:00:00
280,Blend Tank,2024-01-01 12:00:00
280,Anaerobic Digester,2024-01-01 13:00:00
280,Storage Tank,2024-01-01 14:00:00
280,Disposal to Landfill,2024-01-01 15:00:00
281,Coarse Screens,2024-01-01 08:00:00
281,Fine Screens,2024-01-01 09:00:00
281,Primary Clarifiers,2024-01-01 10:00:00
281,Sludge Grinder,2024-01-01 11:00:00
281,Blend Tank,2024-01-01 12:00:00
281,Anaerobic Digester,2024-01-01 13:00:00
281,Storage Tank,2024-01-01 14:00:00
281,Disposal to Landfill,2024-01-01 15:00:00
282,Coarse Screens,2024-01-01 08:00:00
282,Fine Screens,2024-01-01 09:00:00
282,Primary Clarifiers,2024-01-01 10:00:00
282,Sludge Grinder,2024-01-01 11:00:00
282,Blend Tank,2024-01-01 12:00:00
282,Anaerobic Digester,2024-01-01 13:00:00
282,Storage Tank,2024-01-01 14:00:00
282,Disposal to Landfill,2024-01-01 15:00:00
283,Coarse Screens,2024-01-01 08:00:00
283,Fine Screens,2024-01-01 09:00:00
283,Compacted Screenings,2024-01-01 10:00:00
283,Disposal to Landfill,2024-01-01 11:00:00
284,Coarse Screens,2024-01-01 08:00:00
284,Fine Screens,2024-01-01 09:00:00
284,Compacted Screenings,2024-01-01 10:00:00
284,Disposal to Landfill,2024-01-01 11:00:00
285,Coarse Screens,2024-01-01 08:00:00
285,Fine Screens,2024-01-01 09:00:00
285,Compacted Screenings,2024-01-01 10:00:00
285,Disposal to Landfill,2024-01-01 11:00:00
286,Coarse Screens,2024-01-01 08:00:00
286,Fine Screens,2024-01-01 09:00:00
286,Primary Clarifiers,2024-01-01 10:00:00
286,Bio-reactor Tanks,2024-01-01 11:00:00
286,Gravity Thickening,2024-01-01 12:00:00
286,Blend Tank,2024-01-01 13:00:00
286,Anaerobic Digester,2024-01-01 14:00:00
287,Coarse Screens,2024-01-01 08:00:00
287,Fine Screens,2024-01-01 09:00:00
287,Compacted Screenings,2024-01-01 10:00:00
287,Disposal to Landfill,2024-01-01 11:00:00
288,Coarse Screens,2024-01-01 08:00:00
288,Fine Screens,2024-01-01 09:00:00
288,Primary Clarifiers,2024-01-01 10:00:00
288,Sludge Grinder,2024-01-01 11:00:00
288,Blend Tank,2024-01-01 12:00:00
288,Anaerobic Digester,2024-01-01 13:00:00
289,Coarse Screens,2024-01-01 08:00:00
289,Fine Screens,2024-01-01 09:00:00
289,Compacted Screenings,2024-01-01 10:00:00
289,Disposal to Landfill,2024-01-01 11:00:00
290,Coarse Screens,2024-01-01 08:00:00
290,Fine Screens,2024-01-01 09:00:00
290,Compacted Screenings,2024-01-01 10:00:00
290,Disposal to Landfill,2024-01-01 11:00:00
291,Coarse Screens,2024-01-01 08:00:00
291,Fine Screens,2024-01-01 09:00:00
291,Primary Clarifiers,2024-01-01 10:00:00
291,Sludge Grinder,2024-01-01 11:00:00
291,Blend Tank,2024-01-01 12:00:00
291,Anaerobic Digester,2024-01-01 13:00:00
292,Coarse Screens,2024-01-01 08:00:00
292,Fine Screens,2024-01-01 09:00:00
292,Primary Clarifiers,2024-01-01 10:00:00
