activity,lifecycle:transition,timestamp,case
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_475
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_475
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_475
Gravity Thickening,start,1969-12-31 18:51:00+00:00,case_475
Gravity Thickening,complete,1969-12-31 19:31:00+00:00,case_475
Blend Tank,start,1969-12-31 19:34:00+00:00,case_475
Blend Tank,complete,1969-12-31 20:44:00+00:00,case_475
Anaerobic Digester,start,1969-12-31 20:59:00+00:00,case_475
Anaerobic Digester,complete,1969-12-31 21:29:00+00:00,case_475
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_637
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_637
Fine Screens,start,1969-12-31 16:35:00+00:00,case_637
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_637
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_637
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_637
Sludge Grinder,start,1969-12-31 17:51:00+00:00,case_637
Sludge Grinder,complete,1969-12-31 18:26:00+00:00,case_637
Blend Tank,start,1969-12-31 18:33:00+00:00,case_637
Blend Tank,complete,1969-12-31 19:43:00+00:00,case_637
Anaerobic Digester,start,1969-12-31 19:58:00+00:00,case_637
Anaerobic Digester,complete,1969-12-31 20:28:00+00:00,case_637
Storage Tank,start,1969-12-31 20:43:00+00:00,case_637
Storage Tank,complete,1969-12-31 21:28:00+00:00,case_637
Disposal to Landfill,start,1969-12-31 21:33:00+00:00,case_637
Disposal to Landfill,complete,1969-12-31 21:53:00+00:00,case_637
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_1337
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_1337
Fine Screens,start,1969-12-31 16:35:00+00:00,case_1337
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_1337
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_1337
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_1337
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_1337
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_1337
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_4191
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_4191
Fine Screens,start,1969-12-31 16:35:00+00:00,case_4191
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_4191
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_4191
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_4191
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_4191
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_4191
Bio-reactor Tanks,start,1969-12-31 18:51:00+00:00,case_4191
Bio-reactor Tanks,complete,1969-12-31 19:41:00+00:00,case_4191
Gravity Thickening,start,1969-12-31 19:51:00+00:00,case_4191
Gravity Thickening,complete,1969-12-31 20:31:00+00:00,case_4191
Blend Tank,start,1969-12-31 20:34:00+00:00,case_4191
Blend Tank,complete,1969-12-31 21:44:00+00:00,case_4191
Anaerobic Digester,start,1969-12-31 21:59:00+00:00,case_4191
Anaerobic Digester,complete,1969-12-31 22:29:00+00:00,case_4191
Storage Tank,start,1969-12-31 22:44:00+00:00,case_4191
Storage Tank,complete,1969-12-31 23:29:00+00:00,case_4191
Disposal to Landfill,start,1969-12-31 23:34:00+00:00,case_4191
Disposal to Landfill,complete,1969-12-31 23:54:00+00:00,case_4191
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_2035
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_2035
Fine Screens,start,1969-12-31 16:35:00+00:00,case_2035
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_2035
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_2035
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_2035
Sludge Grinder,start,1969-12-31 17:51:00+00:00,case_2035
Sludge Grinder,complete,1969-12-31 18:26:00+00:00,case_2035
Blend Tank,start,1969-12-31 18:33:00+00:00,case_2035
Blend Tank,complete,1969-12-31 19:43:00+00:00,case_2035
Anaerobic Digester,start,1969-12-31 19:58:00+00:00,case_2035
Anaerobic Digester,complete,1969-12-31 20:28:00+00:00,case_2035
Storage Tank,start,1969-12-31 20:43:00+00:00,case_2035
Storage Tank,complete,1969-12-31 21:28:00+00:00,case_2035
Disposal to Landfill,start,1969-12-31 21:33:00+00:00,case_2035
Disposal to Landfill,complete,1969-12-31 21:53:00+00:00,case_2035
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_53
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_53
Fine Screens,start,1969-12-31 16:35:00+00:00,case_53
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_53
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_53
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_53
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_53
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_53
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_3309
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_3309
Fine Screens,start,1969-12-31 16:35:00+00:00,case_3309
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_3309
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_3309
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_3309
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_3309
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_3309
Wastewater Centrifuge De-watering Thickening,start,1969-12-31 18:51:00+00:00,case_3309
Wastewater Centrifuge De-watering Thickening,complete,1969-12-31 19:51:00+00:00,case_3309
Blend Tank,start,1969-12-31 20:01:00+00:00,case_3309
Blend Tank,complete,1969-12-31 21:11:00+00:00,case_3309
Anaerobic Digester,start,1969-12-31 21:26:00+00:00,case_3309
Anaerobic Digester,complete,1969-12-31 21:56:00+00:00,case_3309
Storage Tank,start,1969-12-31 22:11:00+00:00,case_3309
Storage Tank,complete,1969-12-31 22:56:00+00:00,case_3309
Disposal to Landfill,start,1969-12-31 23:01:00+00:00,case_3309
Disposal to Landfill,complete,1969-12-31 23:21:00+00:00,case_3309
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_671
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_671
Fine Screens,start,1969-12-31 16:35:00+00:00,case_671
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_671
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_671
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_671
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_671
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_671
Final Clarifier,start,1969-12-31 18:51:00+00:00,case_671
Final Clarifier,complete,1969-12-31 19:21:00+00:00,case_671
Chlorine Contact Basin,start,1969-12-31 19:26:00+00:00,case_671
Chlorine Contact Basin,complete,1969-12-31 19:56:00+00:00,case_671
Pond,start,1969-12-31 20:01:00+00:00,case_671
Pond,complete,1969-12-31 20:21:00+00:00,case_671
De-chlorination Pond,start,1969-12-31 20:31:00+00:00,case_671
De-chlorination Pond,complete,1969-12-31 21:11:00+00:00,case_671
Cascade Aerator,start,1969-12-31 21:31:00+00:00,case_671
Cascade Aerator,complete,1969-12-31 22:01:00+00:00,case_671
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_4453
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_4453
Fine Screens,start,1969-12-31 16:35:00+00:00,case_4453
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_4453
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_4453
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_4453
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_4453
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_4453
Bio-reactor Tanks,start,1969-12-31 18:51:00+00:00,case_4453
Bio-reactor Tanks,complete,1969-12-31 19:41:00+00:00,case_4453
Bio-reactor Tanks,start,1969-12-31 19:51:00+00:00,case_4453
Bio-reactor Tanks,complete,1969-12-31 20:41:00+00:00,case_4453
Wastewater Centrifuge De-watering Thickening,start,1969-12-31 20:51:00+00:00,case_4453
Wastewater Centrifuge De-watering Thickening,complete,1969-12-31 21:51:00+00:00,case_4453
Blend Tank,start,1969-12-31 22:01:00+00:00,case_4453
Blend Tank,complete,1969-12-31 23:11:00+00:00,case_4453
Anaerobic Digester,start,1969-12-31 23:26:00+00:00,case_4453
Anaerobic Digester,complete,1969-12-31 23:56:00+00:00,case_4453
Storage Tank,start,1970-01-01 00:11:00+00:00,case_4453
Storage Tank,complete,1970-01-01 00:56:00+00:00,case_4453
Disposal to Landfill,start,1970-01-01 01:01:00+00:00,case_4453
Disposal to Landfill,complete,1970-01-01 01:21:00+00:00,case_4453
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_3205
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_3205
Fine Screens,start,1969-12-31 16:35:00+00:00,case_3205
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_3205
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_3205
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_3205
Sludge Grinder,start,1969-12-31 17:51:00+00:00,case_3205
Sludge Grinder,complete,1969-12-31 18:26:00+00:00,case_3205
Blend Tank,start,1969-12-31 18:33:00+00:00,case_3205
Blend Tank,complete,1969-12-31 19:43:00+00:00,case_3205
Anaerobic Digester,start,1969-12-31 19:58:00+00:00,case_3205
Anaerobic Digester,complete,1969-12-31 20:28:00+00:00,case_3205
Storage Tank,start,1969-12-31 20:43:00+00:00,case_3205
Storage Tank,complete,1969-12-31 21:28:00+00:00,case_3205
Disposal to Landfill,start,1969-12-31 21:33:00+00:00,case_3205
Disposal to Landfill,complete,1969-12-31 21:53:00+00:00,case_3205
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_3384
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_3384
Fine Screens,start,1969-12-31 16:35:00+00:00,case_3384
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_3384
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_3384
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_3384
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_3384
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_3384
Final Clarifier,start,1969-12-31 18:51:00+00:00,case_3384
Final Clarifier,complete,1969-12-31 19:21:00+00:00,case_3384
Chlorine Contact Basin,start,1969-12-31 19:26:00+00:00,case_3384
Chlorine Contact Basin,complete,1969-12-31 19:56:00+00:00,case_3384
Pond,start,1969-12-31 20:01:00+00:00,case_3384
Pond,complete,1969-12-31 20:21:00+00:00,case_3384
De-chlorination Pond,start,1969-12-31 20:31:00+00:00,case_3384
De-chlorination Pond,complete,1969-12-31 21:11:00+00:00,case_3384
Cascade Aerator,start,1969-12-31 21:31:00+00:00,case_3384
Cascade Aerator,complete,1969-12-31 22:01:00+00:00,case_3384
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_2856
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_2856
Fine Screens,start,1969-12-31 16:35:00+00:00,case_2856
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_2856
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_2856
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_2856
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_2856
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_2856
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_4782
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_4782
Fine Screens,start,1969-12-31 16:35:00+00:00,case_4782
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_4782
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_4782
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_4782
Sludge Grinder,start,1969-12-31 17:51:00+00:00,case_4782
Sludge Grinder,complete,1969-12-31 18:26:00+00:00,case_4782
Blend Tank,start,1969-12-31 18:33:00+00:00,case_4782
Blend Tank,complete,1969-12-31 19:43:00+00:00,case_4782
Anaerobic Digester,start,1969-12-31 19:58:00+00:00,case_4782
Anaerobic Digester,complete,1969-12-31 20:28:00+00:00,case_4782
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_1636
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_1636
Fine Screens,start,1969-12-31 16:35:00+00:00,case_1636
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_1636
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_1636
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_1636
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_1636
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_1636
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_3442
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_3442
Fine Screens,start,1969-12-31 16:35:00+00:00,case_3442
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_3442
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_3442
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_3442
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_3442
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_3442
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_646
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_646
Fine Screens,start,1969-12-31 16:35:00+00:00,case_646
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_646
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_646
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_646
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_646
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_646
Bio-reactor Tanks,start,1969-12-31 18:51:00+00:00,case_646
Bio-reactor Tanks,complete,1969-12-31 19:41:00+00:00,case_646
Bio-reactor Tanks,start,1969-12-31 19:51:00+00:00,case_646
Bio-reactor Tanks,complete,1969-12-31 20:41:00+00:00,case_646
Bio-reactor Tanks,start,1969-12-31 20:51:00+00:00,case_646
Bio-reactor Tanks,complete,1969-12-31 21:41:00+00:00,case_646
Final Clarifier,start,1969-12-31 21:51:00+00:00,case_646
Final Clarifier,complete,1969-12-31 22:21:00+00:00,case_646
Chlorine Contact Basin,start,1969-12-31 22:26:00+00:00,case_646
Chlorine Contact Basin,complete,1969-12-31 22:56:00+00:00,case_646
Pond,start,1969-12-31 23:01:00+00:00,case_646
Pond,complete,1969-12-31 23:21:00+00:00,case_646
De-chlorination Pond,start,1969-12-31 23:31:00+00:00,case_646
De-chlorination Pond,complete,1970-01-01 00:11:00+00:00,case_646
Cascade Aerator,start,1970-01-01 00:31:00+00:00,case_646
Cascade Aerator,complete,1970-01-01 01:01:00+00:00,case_646
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_3114
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_3114
Fine Screens,start,1969-12-31 16:35:00+00:00,case_3114
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_3114
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_3114
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_3114
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_3114
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_3114
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_4382
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_4382
Fine Screens,start,1969-12-31 16:35:00+00:00,case_4382
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_4382
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_4382
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_4382
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_4382
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_4382
Bio-reactor Tanks,start,1969-12-31 18:51:00+00:00,case_4382
Bio-reactor Tanks,complete,1969-12-31 19:41:00+00:00,case_4382
Bio-reactor Tanks,start,1969-12-31 19:51:00+00:00,case_4382
Bio-reactor Tanks,complete,1969-12-31 20:41:00+00:00,case_4382
Wastewater Centrifuge De-watering Thickening,start,1969-12-31 20:51:00+00:00,case_4382
Wastewater Centrifuge De-watering Thickening,complete,1969-12-31 21:51:00+00:00,case_4382
Blend Tank,start,1969-12-31 22:01:00+00:00,case_4382
Blend Tank,complete,1969-12-31 23:11:00+00:00,case_4382
Anaerobic Digester,start,1969-12-31 23:26:00+00:00,case_4382
Anaerobic Digester,complete,1969-12-31 23:56:00+00:00,case_4382
Storage Tank,start,1970-01-01 00:11:00+00:00,case_4382
Storage Tank,complete,1970-01-01 00:56:00+00:00,case_4382
Disposal to Landfill,start,1970-01-01 01:01:00+00:00,case_4382
Disposal to Landfill,complete,1970-01-01 01:21:00+00:00,case_4382
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_992
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_992
Fine Screens,start,1969-12-31 16:35:00+00:00,case_992
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_992
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_992
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_992
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_992
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_992
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_4017
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_4017
Fine Screens,start,1969-12-31 16:35:00+00:00,case_4017
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_4017
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_4017
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_4017
Sludge Grinder,start,1969-12-31 17:51:00+00:00,case_4017
Sludge Grinder,complete,1969-12-31 18:26:00+00:00,case_4017
Blend Tank,start,1969-12-31 18:33:00+00:00,case_4017
Blend Tank,complete,1969-12-31 19:43:00+00:00,case_4017
Anaerobic Digester,start,1969-12-31 19:58:00+00:00,case_4017
Anaerobic Digester,complete,1969-12-31 20:28:00+00:00,case_4017
Storage Tank,start,1969-12-31 20:43:00+00:00,case_4017
Storage Tank,complete,1969-12-31 21:28:00+00:00,case_4017
Disposal to Landfill,start,1969-12-31 21:33:00+00:00,case_4017
Disposal to Landfill,complete,1969-12-31 21:53:00+00:00,case_4017
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_653
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_653
Fine Screens,start,1969-12-31 16:35:00+00:00,case_653
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_653
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_653
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_653
Sludge Grinder,start,1969-12-31 17:51:00+00:00,case_653
Sludge Grinder,complete,1969-12-31 18:26:00+00:00,case_653
Blend Tank,start,1969-12-31 18:33:00+00:00,case_653
Blend Tank,complete,1969-12-31 19:43:00+00:00,case_653
Anaerobic Digester,start,1969-12-31 19:58:00+00:00,case_653
Anaerobic Digester,complete,1969-12-31 20:28:00+00:00,case_653
Storage Tank,start,1969-12-31 20:43:00+00:00,case_653
Storage Tank,complete,1969-12-31 21:28:00+00:00,case_653
Disposal to Landfill,start,1969-12-31 21:33:00+00:00,case_653
Disposal to Landfill,complete,1969-12-31 21:53:00+00:00,case_653
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_1686
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_1686
Fine Screens,start,1969-12-31 16:35:00+00:00,case_1686
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_1686
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_1686
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_1686
Sludge Grinder,start,1969-12-31 17:51:00+00:00,case_1686
Sludge Grinder,complete,1969-12-31 18:26:00+00:00,case_1686
Blend Tank,start,1969-12-31 18:33:00+00:00,case_1686
Blend Tank,complete,1969-12-31 19:43:00+00:00,case_1686
Anaerobic Digester,start,1969-12-31 19:58:00+00:00,case_1686
Anaerobic Digester,complete,1969-12-31 20:28:00+00:00,case_1686
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_2519
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_2519
Fine Screens,start,1969-12-31 16:35:00+00:00,case_2519
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_2519
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_2519
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_2519
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_2519
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_2519
Bio-reactor Tanks,start,1969-12-31 18:51:00+00:00,case_2519
Bio-reactor Tanks,complete,1969-12-31 19:41:00+00:00,case_2519
Dissolved-Air Flotation Thickening,start,1969-12-31 19:51:00+00:00,case_2519
Dissolved-Air Flotation Thickening,complete,1969-12-31 21:11:00+00:00,case_2519
Blend Tank,start,1969-12-31 21:31:00+00:00,case_2519
Blend Tank,complete,1969-12-31 22:41:00+00:00,case_2519
Anaerobic Digester,start,1969-12-31 22:56:00+00:00,case_2519
Anaerobic Digester,complete,1969-12-31 23:26:00+00:00,case_2519
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_3365
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_3365
Fine Screens,start,1969-12-31 16:35:00+00:00,case_3365
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_3365
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_3365
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_3365
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_3365
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_3365
Final Clarifier,start,1969-12-31 18:51:00+00:00,case_3365
Final Clarifier,complete,1969-12-31 19:21:00+00:00,case_3365
Chlorine Contact Basin,start,1969-12-31 19:26:00+00:00,case_3365
Chlorine Contact Basin,complete,1969-12-31 19:56:00+00:00,case_3365
Pond,start,1969-12-31 20:01:00+00:00,case_3365
Pond,complete,1969-12-31 20:21:00+00:00,case_3365
De-chlorination Pond,start,1969-12-31 20:31:00+00:00,case_3365
De-chlorination Pond,complete,1969-12-31 21:11:00+00:00,case_3365
Cascade Aerator,start,1969-12-31 21:31:00+00:00,case_3365
Cascade Aerator,complete,1969-12-31 22:01:00+00:00,case_3365
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_3236
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_3236
Fine Screens,start,1969-12-31 16:35:00+00:00,case_3236
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_3236
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_3236
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_3236
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_3236
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_3236
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_1855
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_1855
Fine Screens,start,1969-12-31 16:35:00+00:00,case_1855
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_1855
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_1855
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_1855
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_1855
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_1855
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_3417
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_3417
Fine Screens,start,1969-12-31 16:35:00+00:00,case_3417
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_3417
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_3417
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_3417
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_3417
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_3417
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_4692
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_4692
Fine Screens,start,1969-12-31 16:35:00+00:00,case_4692
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_4692
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_4692
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_4692
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_4692
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_4692
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_1560
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_1560
Fine Screens,start,1969-12-31 16:35:00+00:00,case_1560
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_1560
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_1560
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_1560
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_1560
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_1560
Bio-reactor Tanks,start,1969-12-31 18:51:00+00:00,case_1560
Bio-reactor Tanks,complete,1969-12-31 19:41:00+00:00,case_1560
Bio-reactor Tanks,start,1969-12-31 19:51:00+00:00,case_1560
Bio-reactor Tanks,complete,1969-12-31 20:41:00+00:00,case_1560
Final Clarifier,start,1969-12-31 20:51:00+00:00,case_1560
Final Clarifier,complete,1969-12-31 21:21:00+00:00,case_1560
Chlorine Contact Basin,start,1969-12-31 21:26:00+00:00,case_1560
Chlorine Contact Basin,complete,1969-12-31 21:56:00+00:00,case_1560
Pond,start,1969-12-31 22:01:00+00:00,case_1560
Pond,complete,1969-12-31 22:21:00+00:00,case_1560
De-chlorination Pond,start,1969-12-31 22:31:00+00:00,case_1560
De-chlorination Pond,complete,1969-12-31 23:11:00+00:00,case_1560
Cascade Aerator,start,1969-12-31 23:31:00+00:00,case_1560
Cascade Aerator,complete,1970-01-01 00:01:00+00:00,case_1560
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_2472
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_2472
Fine Screens,start,1969-12-31 16:35:00+00:00,case_2472
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_2472
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_2472
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_2472
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_2472
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_2472
Wastewater Centrifuge De-watering Thickening,start,1969-12-31 18:51:00+00:00,case_2472
Wastewater Centrifuge De-watering Thickening,complete,1969-12-31 19:51:00+00:00,case_2472
Blend Tank,start,1969-12-31 20:01:00+00:00,case_2472
Blend Tank,complete,1969-12-31 21:11:00+00:00,case_2472
Anaerobic Digester,start,1969-12-31 21:26:00+00:00,case_2472
Anaerobic Digester,complete,1969-12-31 21:56:00+00:00,case_2472
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_3937
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_3937
Fine Screens,start,1969-12-31 16:35:00+00:00,case_3937
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_3937
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_3937
