activity,lifecycle:transition,timestamp,case
Storage Tank,start,1970-01-01 01:11:00+00:00,case_700
Storage Tank,complete,1970-01-01 01:56:00+00:00,case_700
Disposal to Landfill,start,1970-01-01 02:01:00+00:00,case_700
Disposal to Landfill,complete,1970-01-01 02:21:00+00:00,case_700
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_298
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_298
Fine Screens,start,1969-12-31 16:35:00+00:00,case_298
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_298
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_298
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_298
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_298
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_298
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_227
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_227
Fine Screens,start,1969-12-31 16:35:00+00:00,case_227
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_227
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_227
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_227
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_227
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_227
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_388
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_388
Fine Screens,start,1969-12-31 16:35:00+00:00,case_388
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_388
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_388
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_388
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_388
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_388
Bio-reactor Tanks,start,1969-12-31 18:51:00+00:00,case_388
Bio-reactor Tanks,complete,1969-12-31 19:41:00+00:00,case_388
Bio-reactor Tanks,start,1969-12-31 19:51:00+00:00,case_388
Bio-reactor Tanks,complete,1969-12-31 20:41:00+00:00,case_388
Bio-reactor Tanks,start,1969-12-31 20:51:00+00:00,case_388
Bio-reactor Tanks,complete,1969-12-31 21:41:00+00:00,case_388
Bio-reactor Tanks,start,1969-12-31 21:51:00+00:00,case_388
Bio-reactor Tanks,complete,1969-12-31 22:41:00+00:00,case_388
Dissolved-Air Flotation Thickening,start,1969-12-31 22:51:00+00:00,case_388
Dissolved-Air Flotation Thickening,complete,1970-01-01 00:11:00+00:00,case_388
Blend Tank,start,1970-01-01 00:31:00+00:00,case_388
Blend Tank,complete,1970-01-01 01:41:00+00:00,case_388
Anaerobic Digester,start,1970-01-01 01:56:00+00:00,case_388
Anaerobic Digester,complete,1970-01-01 02:26:00+00:00,case_388
Storage Tank,start,1970-01-01 02:41:00+00:00,case_388
Storage Tank,complete,1970-01-01 03:26:00+00:00,case_388
Disposal to Landfill,start,1970-01-01 03:31:00+00:00,case_388
Disposal to Landfill,complete,1970-01-01 03:51:00+00:00,case_388
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_251
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_251
Fine Screens,start,1969-12-31 16:35:00+00:00,case_251
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_251
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_251
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_251
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_251
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_251
Dissolved-Air Flotation Thickening,start,1969-12-31 18:51:00+00:00,case_251
Dissolved-Air Flotation Thickening,complete,1969-12-31 20:11:00+00:00,case_251
Blend Tank,start,1969-12-31 20:31:00+00:00,case_251
Blend Tank,complete,1969-12-31 21:41:00+00:00,case_251
Anaerobic Digester,start,1969-12-31 21:56:00+00:00,case_251
Anaerobic Digester,complete,1969-12-31 22:26:00+00:00,case_251
Storage Tank,start,1969-12-31 22:41:00+00:00,case_251
Storage Tank,complete,1969-12-31 23:26:00+00:00,case_251
Disposal to Landfill,start,1969-12-31 23:31:00+00:00,case_251
Disposal to Landfill,complete,1969-12-31 23:51:00+00:00,case_251
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_780
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_780
Fine Screens,start,1969-12-31 16:35:00+00:00,case_780
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_780
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_780
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_780
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_780
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_780
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_823
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_823
Fine Screens,start,1969-12-31 16:35:00+00:00,case_823
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_823
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_823
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_823
Sludge Grinder,start,1969-12-31 17:51:00+00:00,case_823
Sludge Grinder,complete,1969-12-31 18:26:00+00:00,case_823
Blend Tank,start,1969-12-31 18:33:00+00:00,case_823
Blend Tank,complete,1969-12-31 19:43:00+00:00,case_823
Anaerobic Digester,start,1969-12-31 19:58:00+00:00,case_823
Anaerobic Digester,complete,1969-12-31 20:28:00+00:00,case_823
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_537
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_537
Fine Screens,start,1969-12-31 16:35:00+00:00,case_537
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_537
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_537
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_537
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_537
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_537
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_827
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_827
Fine Screens,start,1969-12-31 16:35:00+00:00,case_827
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_827
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_827
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_827
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_827
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_827
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_282
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_282
Fine Screens,start,1969-12-31 16:35:00+00:00,case_282
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_282
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_282
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_282
Sludge Grinder,start,1969-12-31 17:51:00+00:00,case_282
Sludge Grinder,complete,1969-12-31 18:26:00+00:00,case_282
Blend Tank,start,1969-12-31 18:33:00+00:00,case_282
Blend Tank,complete,1969-12-31 19:43:00+00:00,case_282
Anaerobic Digester,start,1969-12-31 19:58:00+00:00,case_282
Anaerobic Digester,complete,1969-12-31 20:28:00+00:00,case_282
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_508
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_508
Fine Screens,start,1969-12-31 16:35:00+00:00,case_508
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_508
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_508
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_508
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_508
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_508
Final Clarifier,start,1969-12-31 18:51:00+00:00,case_508
Final Clarifier,complete,1969-12-31 19:21:00+00:00,case_508
Chlorine Contact Basin,start,1969-12-31 19:26:00+00:00,case_508
Chlorine Contact Basin,complete,1969-12-31 19:56:00+00:00,case_508
Pond,start,1969-12-31 20:01:00+00:00,case_508
Pond,complete,1969-12-31 20:21:00+00:00,case_508
De-chlorination Pond,start,1969-12-31 20:31:00+00:00,case_508
De-chlorination Pond,complete,1969-12-31 21:11:00+00:00,case_508
Cascade Aerator,start,1969-12-31 21:31:00+00:00,case_508
Cascade Aerator,complete,1969-12-31 22:01:00+00:00,case_508
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_847
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_847
Fine Screens,start,1969-12-31 16:35:00+00:00,case_847
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_847
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_847
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_847
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_847
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_847
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_821
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_821
Fine Screens,start,1969-12-31 16:35:00+00:00,case_821
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_821
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_821
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_821
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_821
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_821
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_691
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_691
Fine Screens,start,1969-12-31 16:35:00+00:00,case_691
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_691
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_691
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_691
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_691
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_691
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_741
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_741
Fine Screens,start,1969-12-31 16:35:00+00:00,case_741
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_741
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_741
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_741
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_741
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_741
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_632
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_632
Fine Screens,start,1969-12-31 16:35:00+00:00,case_632
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_632
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_632
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_632
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_632
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_632
Bio-reactor Tanks,start,1969-12-31 18:51:00+00:00,case_632
Bio-reactor Tanks,complete,1969-12-31 19:41:00+00:00,case_632
Bio-reactor Tanks,start,1969-12-31 19:51:00+00:00,case_632
Bio-reactor Tanks,complete,1969-12-31 20:41:00+00:00,case_632
Final Clarifier,start,1969-12-31 20:51:00+00:00,case_632
Final Clarifier,complete,1969-12-31 21:21:00+00:00,case_632
Chlorine Contact Basin,start,1969-12-31 21:26:00+00:00,case_632
Chlorine Contact Basin,complete,1969-12-31 21:56:00+00:00,case_632
Pond,start,1969-12-31 22:01:00+00:00,case_632
Pond,complete,1969-12-31 22:21:00+00:00,case_632
De-chlorination Pond,start,1969-12-31 22:31:00+00:00,case_632
De-chlorination Pond,complete,1969-12-31 23:11:00+00:00,case_632
Effluent Pumping Station,start,1969-12-31 23:31:00+00:00,case_632
Effluent Pumping Station,complete,1970-01-01 00:21:00+00:00,case_632
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_255
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_255
Fine Screens,start,1969-12-31 16:35:00+00:00,case_255
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_255
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_255
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_255
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_255
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_255
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_751
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_751
Fine Screens,start,1969-12-31 16:35:00+00:00,case_751
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_751
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_751
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_751
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_751
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_751
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_10
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_10
Fine Screens,start,1969-12-31 16:35:00+00:00,case_10
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_10
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_10
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_10
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_10
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_10
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_692
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_692
Fine Screens,start,1969-12-31 16:35:00+00:00,case_692
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_692
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_692
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_692
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_692
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_692
Bio-reactor Tanks,start,1969-12-31 18:51:00+00:00,case_692
Bio-reactor Tanks,complete,1969-12-31 19:41:00+00:00,case_692
Bio-reactor Tanks,start,1969-12-31 19:51:00+00:00,case_692
Bio-reactor Tanks,complete,1969-12-31 20:41:00+00:00,case_692
Bio-reactor Tanks,start,1969-12-31 20:51:00+00:00,case_692
Bio-reactor Tanks,complete,1969-12-31 21:41:00+00:00,case_692
Bio-reactor Tanks,start,1969-12-31 21:51:00+00:00,case_692
Bio-reactor Tanks,complete,1969-12-31 22:41:00+00:00,case_692
Final Clarifier,start,1969-12-31 22:51:00+00:00,case_692
Final Clarifier,complete,1969-12-31 23:21:00+00:00,case_692
Chlorine Contact Basin,start,1969-12-31 23:26:00+00:00,case_692
Chlorine Contact Basin,complete,1969-12-31 23:56:00+00:00,case_692
Pond,start,1970-01-01 00:01:00+00:00,case_692
Pond,complete,1970-01-01 00:21:00+00:00,case_692
De-chlorination Pond,start,1970-01-01 00:31:00+00:00,case_692
De-chlorination Pond,complete,1970-01-01 01:11:00+00:00,case_692
Effluent Pumping Station,start,1970-01-01 01:31:00+00:00,case_692
Effluent Pumping Station,complete,1970-01-01 02:21:00+00:00,case_692
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_402
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_402
Fine Screens,start,1969-12-31 16:35:00+00:00,case_402
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_402
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_402
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_402
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_402
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_402
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_695
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_695
Fine Screens,start,1969-12-31 16:35:00+00:00,case_695
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_695
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_695
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_695
Sludge Grinder,start,1969-12-31 17:51:00+00:00,case_695
Sludge Grinder,complete,1969-12-31 18:26:00+00:00,case_695
Blend Tank,start,1969-12-31 18:33:00+00:00,case_695
Blend Tank,complete,1969-12-31 19:43:00+00:00,case_695
Anaerobic Digester,start,1969-12-31 19:58:00+00:00,case_695
Anaerobic Digester,complete,1969-12-31 20:28:00+00:00,case_695
Storage Tank,start,1969-12-31 20:43:00+00:00,case_695
Storage Tank,complete,1969-12-31 21:28:00+00:00,case_695
Disposal to Landfill,start,1969-12-31 21:33:00+00:00,case_695
Disposal to Landfill,complete,1969-12-31 21:53:00+00:00,case_695
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_443
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_443
Fine Screens,start,1969-12-31 16:35:00+00:00,case_443
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_443
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_443
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_443
Sludge Grinder,start,1969-12-31 17:51:00+00:00,case_443
Sludge Grinder,complete,1969-12-31 18:26:00+00:00,case_443
Blend Tank,start,1969-12-31 18:33:00+00:00,case_443
Blend Tank,complete,1969-12-31 19:43:00+00:00,case_443
Anaerobic Digester,start,1969-12-31 19:58:00+00:00,case_443
Anaerobic Digester,complete,1969-12-31 20:28:00+00:00,case_443
Storage Tank,start,1969-12-31 20:43:00+00:00,case_443
Storage Tank,complete,1969-12-31 21:28:00+00:00,case_443
Disposal to Landfill,start,1969-12-31 21:33:00+00:00,case_443
Disposal to Landfill,complete,1969-12-31 21:53:00+00:00,case_443
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_6
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_6
Fine Screens,start,1969-12-31 16:35:00+00:00,case_6
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_6
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_6
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_6
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_6
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_6
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_467
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_467
Fine Screens,start,1969-12-31 16:35:00+00:00,case_467
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_467
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_467
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_467
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_467
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_467
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_317
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_317
Fine Screens,start,1969-12-31 16:35:00+00:00,case_317
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_317
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_317
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_317
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_317
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_317
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_25
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_25
Fine Screens,start,1969-12-31 16:35:00+00:00,case_25
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_25
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_25
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_25
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_25
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_25
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_223
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_223
Fine Screens,start,1969-12-31 16:35:00+00:00,case_223
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_223
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_223
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_223
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_223
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_223
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_413
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_413
Fine Screens,start,1969-12-31 16:35:00+00:00,case_413
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_413
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_413
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_413
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_413
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_413
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_352
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_352
Fine Screens,start,1969-12-31 16:35:00+00:00,case_352
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_352
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_352
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_352
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_352
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_352
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_712
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_712
Fine Screens,start,1969-12-31 16:35:00+00:00,case_712
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_712
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_712
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_712
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_712
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_712
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_37
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_37
Fine Screens,start,1969-12-31 16:35:00+00:00,case_37
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_37
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_37
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_37
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_37
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_37
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_273
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_273
Fine Screens,start,1969-12-31 16:35:00+00:00,case_273
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_273
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_273
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_273
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_273
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_273
Bio-reactor Tanks,start,1969-12-31 18:51:00+00:00,case_273
Bio-reactor Tanks,complete,1969-12-31 19:41:00+00:00,case_273
Final Clarifier,start,1969-12-31 19:51:00+00:00,case_273
Final Clarifier,complete,1969-12-31 20:21:00+00:00,case_273
Chlorine Contact Basin,start,1969-12-31 20:26:00+00:00,case_273
Chlorine Contact Basin,complete,1969-12-31 20:56:00+00:00,case_273
Pond,start,1969-12-31 21:01:00+00:00,case_273
Pond,complete,1969-12-31 21:21:00+00:00,case_273
De-chlorination Pond,start,1969-12-31 21:31:00+00:00,case_273
De-chlorination Pond,complete,1969-12-31 22:11:00+00:00,case_273
Cascade Aerator,start,1969-12-31 22:31:00+00:00,case_273
Cascade Aerator,complete,1969-12-31 23:01:00+00:00,case_273
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_688
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_688
Fine Screens,start,1969-12-31 16:35:00+00:00,case_688
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_688
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_688
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_688
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_688
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_688
Bio-reactor Tanks,start,1969-12-31 18:51:00+00:00,case_688
Bio-reactor Tanks,complete,1969-12-31 19:41:00+00:00,case_688
Wastewater Centrifuge De-watering Thickening,start,1969-12-31 19:51:00+00:00,case_688
Wastewater Centrifuge De-watering Thickening,complete,1969-12-31 20:51:00+00:00,case_688
Blend Tank,start,1969-12-31 21:01:00+00:00,case_688
Blend Tank,complete,1969-12-31 22:11:00+00:00,case_688
Anaerobic Digester,start,1969-12-31 22:26:00+00:00,case_688
Anaerobic Digester,complete,1969-12-31 22:56:00+00:00,case_688
Storage Tank,start,1969-12-31 23:11:00+00:00,case_688
Storage Tank,complete,1969-12-31 23:56:00+00:00,case_688
Disposal to Landfill,start,1970-01-01 00:01:00+00:00,case_688
Disposal to Landfill,complete,1970-01-01 00:21:00+00:00,case_688
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_117
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_117
Fine Screens,start,1969-12-31 16:35:00+00:00,case_117
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_117
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_117
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_117
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_117
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_117
Final Clarifier,start,1969-12-31 18:51:00+00:00,case_117
Final Clarifier,complete,1969-12-31 19:21:00+00:00,case_117
Chlorine Contact Basin,start,1969-12-31 19:26:00+00:00,case_117
Chlorine Contact Basin,complete,1969-12-31 19:56:00+00:00,case_117
Pond,start,1969-12-31 20:01:00+00:00,case_117
Pond,complete,1969-12-31 20:21:00+00:00,case_117
De-chlorination Pond,start,1969-12-31 20:31:00+00:00,case_117
De-chlorination Pond,complete,1969-12-31 21:11:00+00:00,case_117
Effluent Pumping Station,start,1969-12-31 21:31:00+00:00,case_117
Effluent Pumping Station,complete,1969-12-31 22:21:00+00:00,case_117
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_661
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_661
Fine Screens,start,1969-12-31 16:35:00+00:00,case_661
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_661
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_661
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_661
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_661
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_661
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_316
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_316
Fine Screens,start,1969-12-31 16:35:00+00:00,case_316
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_316
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_316
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_316
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_316
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_316
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_607
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_607
Fine Screens,start,1969-12-31 16:35:00+00:00,case_607
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_607
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_607
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_607
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_607
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_607
Gravity Thickening,start,1969-12-31 18:51:00+00:00,case_607
Gravity Thickening,complete,1969-12-31 19:31:00+00:00,case_607
